Country/Region,Date,Recovered
China,2020-06-14,79482
Denmark,2020-06-14,200
France,2020-06-14,3162
Netherlands,2020-06-14,181
New Zealand,2020-06-14,0
United Kingdom,2020-06-14,1283
Australia,2020-06-15,6856
China,2020-06-15,79489
Denmark,2020-06-15,200
France,2020-06-15,3449
Netherlands,2020-06-15,186
New Zealand,2020-06-15,0
United Kingdom,2020-06-15,1284
Australia,2020-06-16,6861
China,2020-06-16,79493
Denmark,2020-06-16,200
France,2020-06-16,3516
Netherlands,2020-06-16,186
New Zealand,2020-06-16,0
United Kingdom,2020-06-16,1293
Australia,2020-06-17,6877
China,2020-06-17,79510
Denmark,2020-06-17,200
France,2020-06-17,3568
Netherlands,2020-06-17,186
New Zealand,2020-06-17,0
United Kingdom,2020-06-17,1304
Australia,2020-06-18,6878
China,2020-06-18,79515
Denmark,2020-06-18,200
France,2020-06-18,3689
Netherlands,2020-06-18,186
New Zealand,2020-06-18,0
United Kingdom,2020-06-18,1313
Australia,2020-06-19,6881
China,2020-06-19,79515
Denmark,2020-06-19,200
France,2020-06-19,3745
Netherlands,2020-06-19,186
New Zealand,2020-06-19,0
United Kingdom,2020-06-19,1319
Australia,2020-06-20,6896
China,2020-06-20,79534
Denmark,2020-06-20,200
France,2020-06-20,3795
Netherlands,2020-06-20,186
New Zealand,2020-06-20,0
United Kingdom,2020-06-20,1319
Australia,2020-06-21,6903
China,2020-06-21,79535
Denmark,2020-06-21,200
France,2020-06-21,3835
Netherlands,2020-06-21,186
New Zealand,2020-06-21,0
United Kingdom,2020-06-21,1319
Australia,2020-06-22,6915
China,2020-06-22,79547
Denmark,2020-06-22,200
France,2020-06-22,3999
Netherlands,2020-06-22,186
New Zealand,2020-06-22,0
United Kingdom,2020-06-22,1322
Australia,2020-06-23,6924
China,2020-06-23,79555
Denmark,2020-06-23,200
France,2020-06-23,4043
Netherlands,2020-06-23,186
New Zealand,2020-06-23,0
United Kingdom,2020-06-23,1330
Australia,2020-06-24,6931
China,2020-06-24,79562
Denmark,2020-06-24,200
France,2020-06-24,4113
Netherlands,2020-06-24,186
New Zealand,2020-06-24,0
United Kingdom,2020-06-24,1345
Australia,2020-06-25,6958
China,2020-06-25,79572
Denmark,2020-06-25,200
France,2020-06-25,4153
Netherlands,2020-06-25,186
New Zealand,2020-06-25,0
United Kingdom,2020-06-25,1361
Australia,2020-06-26,6960
China,2020-06-26,79580
Denmark,2020-06-26,200
France,2020-06-26,4223
Netherlands,2020-06-26,186
New Zealand,2020-06-26,0
United Kingdom,2020-06-26,1363
Australia,2020-06-27,6993
China,2020-06-27,79591
Denmark,2020-06-27,200
France,2020-06-27,4318
Netherlands,2020-06-27,186
New Zealand,2020-06-27,0
United Kingdom,2020-06-27,1364
Australia,2020-06-28,7007
China,2020-06-28,79609
Denmark,2020-06-28,200
France,2020-06-28,4319
Netherlands,2020-06-28,186
New Zealand,2020-06-28,0
United Kingdom,2020-06-28,1364
Australia,2020-06-29,7037
China,2020-06-29,79619
Denmark,2020-06-29,200
France,2020-06-29,4529
Netherlands,2020-06-29,186
New Zealand,2020-06-29,0
United Kingdom,2020-06-29,1368
Australia,2020-06-30,7040
China,2020-06-30,79632
Denmark,2020-06-30,200
France,2020-06-30,4685
Netherlands,2020-06-30,186
New Zealand,2020-06-30,0
United Kingdom,2020-06-30,1370
Australia,2020-07-01,7090
China,2020-07-01,79650
Denmark,2020-07-01,200
France,2020-07-01,4795
Netherlands,2020-07-01,186
New Zealand,2020-07-01,0
United Kingdom,2020-07-01,1372
Australia,2020-07-02,7130
China,2020-07-02,79665
Denmark,2020-07-02,200
France,2020-07-02,4873
Netherlands,2020-07-02,186
New Zealand,2020-07-02,0
United Kingdom,2020-07-02,1373
Australia,2020-07-03,7319
China,2020-07-03,79680
Denmark,2020-07-03,200
France,2020-07-03,5004
Netherlands,2020-07-03,186
New Zealand,2020-07-03,0
United Kingdom,2020-07-03,1375
Australia,2020-07-04,7399
China,2020-07-04,79706
Denmark,2020-07-04,200
France,2020-07-04,5093
Netherlands,2020-07-04,187
New Zealand,2020-07-04,0
United Kingdom,2020-07-04,1375
Australia,2020-07-05,7420
China,2020-07-05,79718
Denmark,2020-07-05,200
France,2020-07-05,5093
Netherlands,2020-07-05,187
New Zealand,2020-07-05,0
United Kingdom,2020-07-05,1375
Australia,2020-07-06,7455
China,2020-07-06,79725
Denmark,2020-07-06,200
France,2020-07-06,5211
Netherlands,2020-07-06,187
New Zealand,2020-07-06,0
United Kingdom,2020-07-06,1375
Australia,2020-07-07,7487
China,2020-07-07,79754
Denmark,2020-07-07,201
France,2020-07-07,5417
Netherlands,2020-07-07,187
New Zealand,2020-07-07,0
United Kingdom,2020-07-07,1375
Australia,2020-07-08,7573
China,2020-07-08,79802
Denmark,2020-07-08,201
France,2020-07-08,5647
Netherlands,2020-07-08,187
New Zealand,2020-07-08,0
United Kingdom,2020-07-08,1378
Australia,2020-07-09,7576
China,2020-07-09,79802
Denmark,2020-07-09,201
France,2020-07-09,5887
Netherlands,2020-07-09,192
New Zealand,2020-07-09,0
United Kingdom,2020-07-09,1378
Australia,2020-07-10,7733
China,2020-07-10,79802
Denmark,2020-07-10,201
France,2020-07-10,6117
Netherlands,2020-07-10,192
New Zealand,2020-07-10,0
United Kingdom,2020-07-10,1378
Australia,2020-07-11,7727
China,2020-07-11,79876
Denmark,2020-07-11,201
France,2020-07-11,6313
Netherlands,2020-07-11,193
New Zealand,2020-07-11,0
United Kingdom,2020-07-11,1378
Australia,2020-07-12,7769
China,2020-07-12,79907
Denmark,2020-07-12,201
France,2020-07-12,6313
Netherlands,2020-07-12,193
New Zealand,2020-07-12,0
United Kingdom,2020-07-12,1378
Australia,2020-07-13,7835
China,2020-07-13,79907
Denmark,2020-07-13,201
France,2020-07-13,6542
Netherlands,2020-07-13,193
New Zealand,2020-07-13,0
United Kingdom,2020-07-13,1384
Australia,2020-07-14,7928
China,2020-07-14,79967
Denmark,2020-07-14,201
France,2020-07-14,6804
Netherlands,2020-07-14,193
New Zealand,2020-07-14,0
United Kingdom,2020-07-14,1385
Australia,2020-07-15,8035
China,2020-07-15,80005
Denmark,2020-07-15,201
France,2020-07-15,7171
Netherlands,2020-07-15,193
New Zealand,2020-07-15,0
United Kingdom,2020-07-15,1386
Australia,2020-07-16,8114
China,2020-07-16,80038
Denmark,2020-07-16,201
France,2020-07-16,7251
Netherlands,2020-07-16,194
New Zealand,2020-07-16,0
United Kingdom,2020-07-16,1403
Australia,2020-07-17,8162
China,2020-07-17,80064
Denmark,2020-07-17,201
France,2020-07-17,7392
Netherlands,2020-07-17,194
New Zealand,2020-07-17,0
United Kingdom,2020-07-17,1403
Australia,2020-07-18,8274
China,2020-07-18,80092
Denmark,2020-07-18,201
France,2020-07-18,7732
Netherlands,2020-07-18,194
New Zealand,2020-07-18,0
United Kingdom,2020-07-18,1413
Australia,2020-07-19,8395
China,2020-07-19,80137
Denmark,2020-07-19,201
France,2020-07-19,7732
Netherlands,2020-07-19,194
New Zealand,2020-07-19,0
United Kingdom,2020-07-19,1413
Australia,2020-07-20,8398
China,2020-07-20,80162
Denmark,2020-07-20,201
France,2020-07-20,8174
Netherlands,2020-07-20,194
New Zealand,2020-07-20,0
United Kingdom,2020-07-20,1413
Australia,2020-07-21,8545
China,2020-07-21,80204
Denmark,2020-07-21,201
France,2020-07-21,8479
Netherlands,2020-07-21,194
New Zealand,2020-07-21,0
United Kingdom,2020-07-21,1414
Australia,2020-07-22,8770
China,2020-07-22,80244
Denmark,2020-07-22,201
France,2020-07-22,8846
Netherlands,2020-07-22,194
New Zealand,2020-07-22,0
United Kingdom,2020-07-22,1416
Australia,2020-07-23,8775
China,2020-07-23,80297
Denmark,2020-07-23,201
France,2020-07-23,8982
Netherlands,2020-07-23,195
New Zealand,2020-07-23,0
United Kingdom,2020-07-23,1425
Australia,2020-07-24,8938
China,2020-07-24,80341
Denmark,2020-07-24,201
France,2020-07-24,9132
Netherlands,2020-07-24,195
New Zealand,2020-07-24,0
United Kingdom,2020-07-24,1425
Australia,2020-07-25,9019
China,2020-07-25,80409
Denmark,2020-07-25,201
France,2020-07-25,9379
Netherlands,2020-07-25,196
New Zealand,2020-07-25,0
United Kingdom,2020-07-25,1427
Australia,2020-07-26,9174
China,2020-07-26,80459
Denmark,2020-07-26,201
France,2020-07-26,9379
Netherlands,2020-07-26,196
New Zealand,2020-07-26,0
United Kingdom,2020-07-26,1434
Australia,2020-07-27,9311
China,2020-07-27,80466
Denmark,2020-07-27,201
France,2020-07-27,9715
Netherlands,2020-07-27,196
New Zealand,2020-07-27,0
United Kingdom,2020-07-27,1437
Australia,2020-07-28,9617
China,2020-07-28,80517
Denmark,2020-07-28,201
France,2020-07-28,9774
Netherlands,2020-07-28,196
New Zealand,2020-07-28,0
United Kingdom,2020-07-28,1438
Australia,2020-07-29,9619
China,2020-07-29,80594
Denmark,2020-07-29,201
France,2020-07-29,9846
Netherlands,2020-07-29,196
New Zealand,2020-07-29,0
United Kingdom,2020-07-29,1438
Australia,2020-07-30,9759
China,2020-07-30,80680
Denmark,2020-07-30,201
France,2020-07-30,9989
Netherlands,2020-07-30,200
New Zealand,2020-07-30,0
United Kingdom,2020-07-30,1438
Australia,2020-07-31,9983
China,2020-07-31,80787
Denmark,2020-07-31,202
France,2020-07-31,10108
Netherlands,2020-07-31,200
New Zealand,2020-07-31,0
United Kingdom,2020-07-31,1439
Australia,2020-08-01,7213
China,2020-08-01,80907
Denmark,2020-08-01,202
France,2020-08-01,10253
Netherlands,2020-08-01,200
New Zealand,2020-08-01,0
United Kingdom,2020-08-01,1441
Australia,2020-08-02,7631
China,2020-08-02,81018
Denmark,2020-08-02,205
France,2020-08-02,10253
Netherlands,2020-08-02,206
New Zealand,2020-08-02,0
United Kingdom,2020-08-02,1444
Australia,2020-08-03,7631
China,2020-08-03,81113
Denmark,2020-08-03,205
France,2020-08-03,10506
Netherlands,2020-08-03,207
New Zealand,2020-08-03,0
United Kingdom,2020-08-03,1445
Australia,2020-08-04,7805
China,2020-08-04,81234
Denmark,2020-08-04,205
France,2020-08-04,10612
Netherlands,2020-08-04,207
New Zealand,2020-08-04,0
United Kingdom,2020-08-04,1445
Australia,2020-08-05,7947
China,2020-08-05,81417
Denmark,2020-08-05,205
France,2020-08-05,10814
Netherlands,2020-08-05,207
New Zealand,2020-08-05,0
United Kingdom,2020-08-05,1446
Australia,2020-08-06,8125
China,2020-08-06,81592
Denmark,2020-08-06,206
France,2020-08-06,10979
Netherlands,2020-08-06,235
New Zealand,2020-08-06,0
United Kingdom,2020-08-06,1447
Australia,2020-08-07,8566
China,2020-08-07,81788
Denmark,2020-08-07,206
France,2020-08-07,11202
Netherlands,2020-08-07,237
New Zealand,2020-08-07,0
United Kingdom,2020-08-07,1447
Australia,2020-08-08,8880
China,2020-08-08,81969
Denmark,2020-08-08,207
France,2020-08-08,11383
Netherlands,2020-08-08,237
New Zealand,2020-08-08,0
United Kingdom,2020-08-08,1449
Australia,2020-08-09,8882
China,2020-08-09,82125
Denmark,2020-08-09,229
France,2020-08-09,11386
Netherlands,2020-08-09,237
New Zealand,2020-08-09,0
United Kingdom,2020-08-09,1451
Australia,2020-08-10,9150
China,2020-08-10,82247
Denmark,2020-08-10,229
France,2020-08-10,11434
Netherlands,2020-08-10,237
New Zealand,2020-08-10,0
United Kingdom,2020-08-10,1463
Australia,2020-08-11,9401
China,2020-08-11,82440
Denmark,2020-08-11,239
France,2020-08-11,11517
Netherlands,2020-08-11,244
New Zealand,2020-08-11,0
United Kingdom,2020-08-11,1464
Australia,2020-08-12,9785
China,2020-08-12,82633
Denmark,2020-08-12,239
France,2020-08-12,11703
Netherlands,2020-08-12,253
New Zealand,2020-08-12,0
United Kingdom,2020-08-12,1472
Australia,2020-08-13,10007
China,2020-08-13,82804
Denmark,2020-08-13,239
France,2020-08-13,11882
Netherlands,2020-08-13,253
New Zealand,2020-08-13,0
United Kingdom,2020-08-13,1479
Australia,2020-08-14,10638
China,2020-08-14,82956
Denmark,2020-08-14,239
France,2020-08-14,11970
Netherlands,2020-08-14,253
New Zealand,2020-08-14,0
United Kingdom,2020-08-14,1481
Australia,2020-08-15,10641
China,2020-08-15,83108
Denmark,2020-08-15,239
France,2020-08-15,12022
Netherlands,2020-08-15,338
New Zealand,2020-08-15,0
United Kingdom,2020-08-15,1486
Australia,2020-08-16,11091
China,2020-08-16,83200
Denmark,2020-08-16,239
France,2020-08-16,12022
Netherlands,2020-08-16,345
New Zealand,2020-08-16,0
United Kingdom,2020-08-16,1486
Australia,2020-08-17,11544
China,2020-08-17,83283
Denmark,2020-08-17,243
France,2020-08-17,12142
Netherlands,2020-08-17,357
New Zealand,2020-08-17,0
United Kingdom,2020-08-17,1490
Australia,2020-08-18,11935
China,2020-08-18,83408
Denmark,2020-08-18,249
France,2020-08-18,12211
Netherlands,2020-08-18,422
New Zealand,2020-08-18,0
United Kingdom,2020-08-18,1493
Australia,2020-08-19,12254
China,2020-08-19,83566
Denmark,2020-08-19,270
France,2020-08-19,12269
Netherlands,2020-08-19,448
New Zealand,2020-08-19,0
United Kingdom,2020-08-19,1495
Australia,2020-08-20,14860
China,2020-08-20,83663
Denmark,2020-08-20,288
France,2020-08-20,12346
Netherlands,2020-08-20,461
New Zealand,2020-08-20,0
United Kingdom,2020-08-20,1544
Australia,2020-08-21,15466
China,2020-08-21,83793
Denmark,2020-08-21,314
France,2020-08-21,12446
Netherlands,2020-08-21,600
New Zealand,2020-08-21,0
United Kingdom,2020-08-21,1544
Australia,2020-08-22,15766
China,2020-08-22,83924
Denmark,2020-08-22,314
France,2020-08-22,12502
Netherlands,2020-08-22,633
New Zealand,2020-08-22,0
United Kingdom,2020-08-22,1547
Australia,2020-08-23,16239
China,2020-08-23,83988
Denmark,2020-08-23,314
France,2020-08-23,12502
Netherlands,2020-08-23,642
New Zealand,2020-08-23,0
United Kingdom,2020-08-23,1547
Australia,2020-08-24,16609
China,2020-08-24,84058
Denmark,2020-08-24,351
France,2020-08-24,12559
Netherlands,2020-08-24,649
New Zealand,2020-08-24,0
United Kingdom,2020-08-24,1550
Australia,2020-08-25,17106
China,2020-08-25,84168
Denmark,2020-08-25,358
France,2020-08-25,12675
Netherlands,2020-08-25,753
New Zealand,2020-08-25,0
United Kingdom,2020-08-25,1551
Australia,2020-08-26,17107
China,2020-08-26,84251
Denmark,2020-08-26,371
France,2020-08-26,12791
Netherlands,2020-08-26,807
New Zealand,2020-08-26,0
United Kingdom,2020-08-26,1551
Australia,2020-08-27,17373
China,2020-08-27,84335
Denmark,2020-08-27,372
France,2020-08-27,12838
Netherlands,2020-08-27,829
New Zealand,2020-08-27,0
United Kingdom,2020-08-27,1564
Australia,2020-08-28,17639
China,2020-08-28,84419
Denmark,2020-08-28,375
France,2020-08-28,12994
Netherlands,2020-08-28,964
New Zealand,2020-08-28,0
United Kingdom,2020-08-28,1615
Australia,2020-08-29,17866
China,2020-08-29,84484
Denmark,2020-08-29,376
France,2020-08-29,13216
Netherlands,2020-08-29,986
New Zealand,2020-08-29,0
United Kingdom,2020-08-29,1622
Australia,2020-08-30,18122
China,2020-08-30,84546
Denmark,2020-08-30,376
France,2020-08-30,13216
Netherlands,2020-08-30,986
New Zealand,2020-08-30,0
United Kingdom,2020-08-30,1624
Australia,2020-08-31,18356
China,2020-08-31,84594
Denmark,2020-08-31,388
France,2020-08-31,13253
Netherlands,2020-08-31,1010
New Zealand,2020-08-31,0
United Kingdom,2020-08-31,1682
Australia,2020-09-01,18695
China,2020-09-01,84652
Denmark,2020-09-01,388
France,2020-09-01,13309
Netherlands,2020-09-01,1140
New Zealand,2020-09-01,0
United Kingdom,2020-09-01,1709
Australia,2020-09-02,18698
China,2020-09-02,84695
Denmark,2020-09-02,388
France,2020-09-02,13472
Netherlands,2020-09-02,1282
New Zealand,2020-09-02,0
United Kingdom,2020-09-02,1742
Australia,2020-09-03,18920
China,2020-09-03,84737
Denmark,2020-09-03,393
France,2020-09-03,13505
Netherlands,2020-09-03,1379
New Zealand,2020-09-03,0
United Kingdom,2020-09-03,1750
Australia,2020-09-04,19178
China,2020-09-04,84782
Denmark,2020-09-04,393
France,2020-09-04,13550
Netherlands,2020-09-04,1467
New Zealand,2020-09-04,0
United Kingdom,2020-09-04,1756
Australia,2020-09-05,19336
China,2020-09-05,84837
Denmark,2020-09-05,393
France,2020-09-05,14061
Netherlands,2020-09-05,1554
New Zealand,2020-09-05,0
United Kingdom,2020-09-05,1806
Australia,2020-09-06,19473
China,2020-09-06,84873
Denmark,2020-09-06,393
France,2020-09-06,14061
Netherlands,2020-09-06,1560
New Zealand,2020-09-06,0
United Kingdom,2020-09-06,1824
Australia,2020-09-07,19610
China,2020-09-07,84900
Denmark,2020-09-07,423
France,2020-09-07,14261
Netherlands,2020-09-07,1617
New Zealand,2020-09-07,0
United Kingdom,2020-09-07,1824
Australia,2020-09-08,19731
China,2020-09-08,84932
Denmark,2020-09-08,423
France,2020-09-08,14307
Netherlands,2020-09-08,1669
New Zealand,2020-09-08,0
United Kingdom,2020-09-08,1827
Australia,2020-09-09,19869
China,2020-09-09,84957
Denmark,2020-09-09,424
France,2020-09-09,14375
Netherlands,2020-09-09,1742
New Zealand,2020-09-09,0
United Kingdom,2020-09-09,1833
Australia,2020-09-10,20045
China,2020-09-10,85005
Denmark,2020-09-10,424
France,2020-09-10,14477
Netherlands,2020-09-10,1802
New Zealand,2020-09-10,0
United Kingdom,2020-09-10,1847
Australia,2020-09-11,20335
China,2020-09-11,85025
Denmark,2020-09-11,424
France,2020-09-11,14582
Netherlands,2020-09-11,1900
New Zealand,2020-09-11,0
United Kingdom,2020-09-11,1850
Australia,2020-09-12,20346
China,2020-09-12,85054
Denmark,2020-09-12,424
France,2020-09-12,15137
Netherlands,2020-09-12,2035
New Zealand,2020-09-12,0
United Kingdom,2020-09-12,1882
Australia,2020-09-13,20471
China,2020-09-13,85086
Denmark,2020-09-13,424
France,2020-09-13,15137
Netherlands,2020-09-13,2036
New Zealand,2020-09-13,0
United Kingdom,2020-09-13,2148
Australia,2020-09-14,20585
China,2020-09-14,85101
Denmark,2020-09-14,426
France,2020-09-14,15293
Netherlands,2020-09-14,2061
New Zealand,2020-09-14,0
United Kingdom,2020-09-14,2154
Australia,2020-09-15,20658
China,2020-09-15,85129
Denmark,2020-09-15,426
France,2020-09-15,15339
Netherlands,2020-09-15,2146
New Zealand,2020-09-15,0
United Kingdom,2020-09-15,2186
Australia,2020-09-16,20798
China,2020-09-16,85155
Denmark,2020-09-16,426
France,2020-09-16,15372
Netherlands,2020-09-16,2238
New Zealand,2020-09-16,0
United Kingdom,2020-09-16,2192
Australia,2020-09-17,20860
China,2020-09-17,85181
Denmark,2020-09-17,426
France,2020-09-17,15885
Netherlands,2020-09-17,2310
New Zealand,2020-09-17,0
United Kingdom,2020-09-17,2203
Australia,2020-09-18,20867
China,2020-09-18,85204
Denmark,2020-09-18,426
France,2020-09-18,16117
Netherlands,2020-09-18,2716
New Zealand,2020-09-18,0
United Kingdom,2020-09-18,2215
Australia,2020-09-19,20974
China,2020-09-19,85226
Denmark,2020-09-19,426
France,2020-09-19,17003
Netherlands,2020-09-19,2721
New Zealand,2020-09-19,0
United Kingdom,2020-09-19,2229
Australia,2020-09-20,21069
China,2020-09-20,85239
Denmark,2020-09-20,426
France,2020-09-20,17003
Netherlands,2020-09-20,2840
New Zealand,2020-09-20,0
United Kingdom,2020-09-20,2230
Australia,2020-09-21,21163
China,2020-09-21,85257
Denmark,2020-09-21,427
France,2020-09-21,17035
Netherlands,2020-09-21,2993
New Zealand,2020-09-21,0
United Kingdom,2020-09-21,2230
Australia,2020-09-22,21224
China,2020-09-22,85275
Denmark,2020-09-22,428
France,2020-09-22,17204
Netherlands,2020-09-22,3059
New Zealand,2020-09-22,0
United Kingdom,2020-09-22,2240
Australia,2020-09-23,21335
China,2020-09-23,85304
Denmark,2020-09-23,430
France,2020-09-23,18741
Netherlands,2020-09-23,3143
New Zealand,2020-09-23,0
United Kingdom,2020-09-23,2249
Australia,2020-09-24,21407
China,2020-09-24,85323
Denmark,2020-09-24,430
France,2020-09-24,18766
Netherlands,2020-09-24,3317
New Zealand,2020-09-24,0
United Kingdom,2020-09-24,2284
Australia,2020-09-25,21407
China,2020-09-25,85343
Denmark,2020-09-25,431
France,2020-09-25,19217
Netherlands,2020-09-25,3430
New Zealand,2020-09-25,0
United Kingdom,2020-09-25,2305
Australia,2020-09-26,21456
China,2020-09-26,85360
Denmark,2020-09-26,431
France,2020-09-26,19245
Netherlands,2020-09-26,3516
New Zealand,2020-09-26,0
United Kingdom,2020-09-26,2335
Australia,2020-09-27,21515
China,2020-09-27,85381
Denmark,2020-09-27,437
France,2020-09-27,19245
Netherlands,2020-09-27,3642
New Zealand,2020-09-27,0
United Kingdom,2020-09-27,2341
Australia,2020-09-28,21558
China,2020-09-28,85398
Denmark,2020-09-28,437
France,2020-09-28,19281
Netherlands,2020-09-28,3755
New Zealand,2020-09-28,0
United Kingdom,2020-09-28,2354
Australia,2020-09-29,21623
China,2020-09-29,85423
Denmark,2020-09-29,442
France,2020-09-29,19410
Netherlands,2020-09-29,3919
New Zealand,2020-09-29,0
United Kingdom,2020-09-29,2370
Australia,2020-09-30,21655
China,2020-09-30,85460
Denmark,2020-09-30,443
France,2020-09-30,19504
Netherlands,2020-09-30,4019
New Zealand,2020-09-30,0
United Kingdom,2020-09-30,2375
Australia,2020-10-01,21659
China,2020-10-01,85479
Denmark,2020-10-01,443
France,2020-10-01,19576
Netherlands,2020-10-01,4111
New Zealand,2020-10-01,0
United Kingdom,2020-10-01,2385
Australia,2020-10-02,21719
China,2020-10-02,85494
Denmark,2020-10-02,446
France,2020-10-02,20192
Netherlands,2020-10-02,4207
New Zealand,2020-10-02,0
United Kingdom,2020-10-02,2391
Australia,2020-10-03,21735
China,2020-10-03,85511
Denmark,2020-10-03,446
France,2020-10-03,20220
Netherlands,2020-10-03,4305
New Zealand,2020-10-03,0
United Kingdom,2020-10-03,2398
Australia,2020-10-04,21759
China,2020-10-04,85530
Denmark,2020-10-04,449
France,2020-10-04,20220
Netherlands,2020-10-04,4381
New Zealand,2020-10-04,0
United Kingdom,2020-10-04,2405
Australia,2020-10-05,21761
China,2020-10-05,85540
Denmark,2020-10-05,455
