Country/Region,Date,Confirmed
Australia,2020-05-27,7150
Canada,2020-05-27,88719
China,2020-05-27,84106
Denmark,2020-05-27,200
France,2020-05-27,2994
Netherlands,2020-05-27,202
New Zealand,2020-05-27,0
United Kingdom,2020-05-27,1374
Australia,2020-05-28,7165
Canada,2020-05-28,89506
China,2020-05-28,84106
Denmark,2020-05-28,200
France,2020-05-28,3055
Netherlands,2020-05-28,202
New Zealand,2020-05-28,0
United Kingdom,2020-05-28,1376
Australia,2020-05-29,7184
Canada,2020-05-29,90575
China,2020-05-29,84123
Denmark,2020-05-29,200
France,2020-05-29,3107
Netherlands,2020-05-29,202
New Zealand,2020-05-29,0
United Kingdom,2020-05-29,1381
Australia,2020-05-30,7192
Canada,2020-05-30,91337
China,2020-05-30,84128
Denmark,2020-05-30,200
France,2020-05-30,3135
Netherlands,2020-05-30,203
New Zealand,2020-05-30,0
United Kingdom,2020-05-30,1389
Australia,2020-05-31,7202
Canada,2020-05-31,92067
China,2020-05-31,84146
Denmark,2020-05-31,200
France,2020-05-31,3158
Netherlands,2020-05-31,203
New Zealand,2020-05-31,0
United Kingdom,2020-05-31,1390
Australia,2020-06-01,7221
Canada,2020-06-01,92863
China,2020-06-01,84154
Denmark,2020-06-01,200
France,2020-06-01,3396
Netherlands,2020-06-01,204
New Zealand,2020-06-01,0
United Kingdom,2020-06-01,1400
Australia,2020-06-02,7229
Canada,2020-06-02,93490
China,2020-06-02,84161
Denmark,2020-06-02,200
France,2020-06-02,3470
Netherlands,2020-06-02,205
New Zealand,2020-06-02,0
United Kingdom,2020-06-02,1403
Australia,2020-06-03,7240
Canada,2020-06-03,94172
China,2020-06-03,84160
Denmark,2020-06-03,200
France,2020-06-03,3494
Netherlands,2020-06-03,206
New Zealand,2020-06-03,0
United Kingdom,2020-06-03,1409
Australia,2020-06-04,7247
Canada,2020-06-04,94754
China,2020-06-04,84171
Denmark,2020-06-04,200
France,2020-06-04,3583
Netherlands,2020-06-04,206
New Zealand,2020-06-04,0
United Kingdom,2020-06-04,1413
Australia,2020-06-05,7252
Canada,2020-06-05,95281
China,2020-06-05,84177
Denmark,2020-06-05,200
France,2020-06-05,3642
Netherlands,2020-06-05,206
New Zealand,2020-06-05,0
United Kingdom,2020-06-05,1419
Australia,2020-06-06,7259
Canada,2020-06-06,95805
China,2020-06-06,84186
Denmark,2020-06-06,200
France,2020-06-06,3692
Netherlands,2020-06-06,206
New Zealand,2020-06-06,0
United Kingdom,2020-06-06,1420
Australia,2020-06-07,7265
Canada,2020-06-07,96217
China,2020-06-07,84191
Denmark,2020-06-07,200
France,2020-06-07,3742
Netherlands,2020-06-07,206
New Zealand,2020-06-07,0
United Kingdom,2020-06-07,1421
Australia,2020-06-08,7267
Canada,2020-06-08,96668
China,2020-06-08,84195
Denmark,2020-06-08,200
France,2020-06-08,3855
Netherlands,2020-06-08,206
New Zealand,2020-06-08,0
United Kingdom,2020-06-08,1430
Australia,2020-06-09,7274
Canada,2020-06-09,97102
China,2020-06-09,84198
Denmark,2020-06-09,200
France,2020-06-09,3924
Netherlands,2020-06-09,206
New Zealand,2020-06-09,0
United Kingdom,2020-06-09,1435
Australia,2020-06-10,7285
Canada,2020-06-10,97592
China,2020-06-10,84209
Denmark,2020-06-10,200
France,2020-06-10,4072
Netherlands,2020-06-10,207
New Zealand,2020-06-10,0
United Kingdom,2020-06-10,1441
Australia,2020-06-11,7289
Canada,2020-06-11,98004
China,2020-06-11,84216
Denmark,2020-06-11,200
France,2020-06-11,4139
Netherlands,2020-06-11,207
New Zealand,2020-06-11,0
United Kingdom,2020-06-11,1447
Australia,2020-06-12,7294
Canada,2020-06-12,98465
China,2020-06-12,84228
Denmark,2020-06-12,200
France,2020-06-12,4301
Netherlands,2020-06-12,207
New Zealand,2020-06-12,0
United Kingdom,2020-06-12,1448
Australia,2020-06-13,7320
Canada,2020-06-13,98806
China,2020-06-13,84286
Denmark,2020-06-13,200
France,2020-06-13,4434
Netherlands,2020-06-13,207
New Zealand,2020-06-13,0
United Kingdom,2020-06-13,1449
Australia,2020-06-14,7335
Canada,2020-06-14,99108
China,2020-06-14,84335
Denmark,2020-06-14,200
France,2020-06-14,4550
Netherlands,2020-06-14,207
New Zealand,2020-06-14,0
United Kingdom,2020-06-14,1449
Australia,2020-06-15,7347
Canada,2020-06-15,99485
China,2020-06-15,84378
Denmark,2020-06-15,200
France,2020-06-15,4634
Netherlands,2020-06-15,207
New Zealand,2020-06-15,0
United Kingdom,2020-06-15,1451
Australia,2020-06-16,7370
Canada,2020-06-16,99844
China,2020-06-16,84422
Denmark,2020-06-16,200
France,2020-06-16,4751
Netherlands,2020-06-16,208
New Zealand,2020-06-16,0
United Kingdom,2020-06-16,1457
Australia,2020-06-17,7391
Canada,2020-06-17,100232
China,2020-06-17,84458
Denmark,2020-06-17,200
France,2020-06-17,4899
Netherlands,2020-06-17,208
New Zealand,2020-06-17,0
United Kingdom,2020-06-17,1460
Australia,2020-06-18,7409
Canada,2020-06-18,100638
China,2020-06-18,84494
Denmark,2020-06-18,200
France,2020-06-18,5165
Netherlands,2020-06-18,208
New Zealand,2020-06-18,0
United Kingdom,2020-06-18,1460
Australia,2020-06-19,7411
Canada,2020-06-19,101026
China,2020-06-19,84497
Denmark,2020-06-19,200
France,2020-06-19,5407
Netherlands,2020-06-19,208
New Zealand,2020-06-19,0
United Kingdom,2020-06-19,1466
Australia,2020-06-20,7461
Canada,2020-06-20,101341
China,2020-06-20,84553
Denmark,2020-06-20,200
France,2020-06-20,5612
Netherlands,2020-06-20,208
New Zealand,2020-06-20,0
United Kingdom,2020-06-20,1466
Australia,2020-06-21,7474
Canada,2020-06-21,101649
China,2020-06-21,84572
Denmark,2020-06-21,200
France,2020-06-21,5891
Netherlands,2020-06-21,208
New Zealand,2020-06-21,0
United Kingdom,2020-06-21,1468
Australia,2020-06-22,7492
Canada,2020-06-22,102004
China,2020-06-22,84624
Denmark,2020-06-22,200
France,2020-06-22,5939
Netherlands,2020-06-22,208
New Zealand,2020-06-22,0
United Kingdom,2020-06-22,1468
Australia,2020-06-23,7521
Canada,2020-06-23,102322
China,2020-06-23,84653
Denmark,2020-06-23,200
France,2020-06-23,6074
Netherlands,2020-06-23,208
New Zealand,2020-06-23,0
United Kingdom,2020-06-23,1468
Australia,2020-06-24,7558
Canada,2020-06-24,102642
China,2020-06-24,84673
Denmark,2020-06-24,200
France,2020-06-24,6342
Netherlands,2020-06-24,208
New Zealand,2020-06-24,0
United Kingdom,2020-06-24,1470
Australia,2020-06-25,7595
Canada,2020-06-25,102936
China,2020-06-25,84701
Denmark,2020-06-25,200
France,2020-06-25,6597
Netherlands,2020-06-25,208
New Zealand,2020-06-25,0
United Kingdom,2020-06-25,1470
Australia,2020-06-26,7601
Canada,2020-06-26,103263
China,2020-06-26,84725
Denmark,2020-06-26,200
France,2020-06-26,6849
Netherlands,2020-06-26,208
New Zealand,2020-06-26,0
United Kingdom,2020-06-26,1473
Australia,2020-06-27,7686
Canada,2020-06-27,103665
China,2020-06-27,84743
Denmark,2020-06-27,200
France,2020-06-27,7043
Netherlands,2020-06-27,208
New Zealand,2020-06-27,0
United Kingdom,2020-06-27,1474
Australia,2020-06-28,7764
Canada,2020-06-28,103978
China,2020-06-28,84757
Denmark,2020-06-28,200
France,2020-06-28,7046
Netherlands,2020-06-28,208
New Zealand,2020-06-28,0
United Kingdom,2020-06-28,1486
Australia,2020-06-29,7834
Canada,2020-06-29,104274
China,2020-06-29,84780
Denmark,2020-06-29,200
France,2020-06-29,7412
Netherlands,2020-06-29,210
New Zealand,2020-06-29,0
United Kingdom,2020-06-29,1502
Australia,2020-06-30,7920
Canada,2020-06-30,104608
China,2020-06-30,84785
Denmark,2020-06-30,200
France,2020-06-30,7690
Netherlands,2020-06-30,210
New Zealand,2020-06-30,0
United Kingdom,2020-06-30,1503
Australia,2020-07-01,8001
Canada,2020-07-01,104830
China,2020-07-01,84816
Denmark,2020-07-01,200
France,2020-07-01,7996
Netherlands,2020-07-01,210
New Zealand,2020-07-01,0
United Kingdom,2020-07-01,1506
Australia,2020-07-02,8066
Canada,2020-07-02,105179
China,2020-07-02,84830
Denmark,2020-07-02,200
France,2020-07-02,8182
Netherlands,2020-07-02,211
New Zealand,2020-07-02,0
United Kingdom,2020-07-02,1508
Australia,2020-07-03,8260
Canada,2020-07-03,105497
China,2020-07-03,84838
Denmark,2020-07-03,200
France,2020-07-03,8318
Netherlands,2020-07-03,211
New Zealand,2020-07-03,0
United Kingdom,2020-07-03,1508
Australia,2020-07-04,8443
Canada,2020-07-04,105725
China,2020-07-04,84857
Denmark,2020-07-04,200
France,2020-07-04,8676
Netherlands,2020-07-04,213
New Zealand,2020-07-04,0
United Kingdom,2020-07-04,1509
Australia,2020-07-05,8583
Canada,2020-07-05,105882
China,2020-07-05,84871
Denmark,2020-07-05,201
France,2020-07-05,8688
Netherlands,2020-07-05,213
New Zealand,2020-07-05,0
United Kingdom,2020-07-05,1512
Australia,2020-07-06,8755
Canada,2020-07-06,106234
China,2020-07-06,84889
Denmark,2020-07-06,201
France,2020-07-06,8850
Netherlands,2020-07-06,213
New Zealand,2020-07-06,0
United Kingdom,2020-07-06,1513
Australia,2020-07-07,8886
Canada,2020-07-07,106547
China,2020-07-07,84917
Denmark,2020-07-07,201
France,2020-07-07,8984
Netherlands,2020-07-07,213
New Zealand,2020-07-07,0
United Kingdom,2020-07-07,1516
Australia,2020-07-08,9056
Canada,2020-07-08,106868
China,2020-07-08,84950
Denmark,2020-07-08,201
France,2020-07-08,9277
Netherlands,2020-07-08,213
New Zealand,2020-07-08,0
United Kingdom,2020-07-08,1528
Australia,2020-07-09,9374
Canada,2020-07-09,107202
China,2020-07-09,84992
Denmark,2020-07-09,201
France,2020-07-09,9393
Netherlands,2020-07-09,215
New Zealand,2020-07-09,0
United Kingdom,2020-07-09,1529
Australia,2020-07-10,9553
Canada,2020-07-10,107550
China,2020-07-10,85030
Denmark,2020-07-10,201
France,2020-07-10,9566
Netherlands,2020-07-10,215
New Zealand,2020-07-10,0
United Kingdom,2020-07-10,1541
Australia,2020-07-11,9797
Canada,2020-07-11,107790
China,2020-07-11,85071
Denmark,2020-07-11,201
France,2020-07-11,9817
Netherlands,2020-07-11,215
New Zealand,2020-07-11,0
United Kingdom,2020-07-11,1547
Australia,2020-07-12,9980
Canada,2020-07-12,108004
China,2020-07-12,85117
Denmark,2020-07-12,201
France,2020-07-12,9833
Netherlands,2020-07-12,215
New Zealand,2020-07-12,0
United Kingdom,2020-07-12,1547
Australia,2020-07-13,10251
Canada,2020-07-13,108546
China,2020-07-13,85169
Denmark,2020-07-13,201
France,2020-07-13,10070
Netherlands,2020-07-13,215
New Zealand,2020-07-13,0
United Kingdom,2020-07-13,1550
Australia,2020-07-14,10487
Canada,2020-07-14,108972
China,2020-07-14,85226
Denmark,2020-07-14,201
France,2020-07-14,10132
Netherlands,2020-07-14,216
New Zealand,2020-07-14,0
United Kingdom,2020-07-14,1554
Australia,2020-07-15,10810
Canada,2020-07-15,109378
China,2020-07-15,85246
Denmark,2020-07-15,201
France,2020-07-15,10231
Netherlands,2020-07-15,219
New Zealand,2020-07-15,0
United Kingdom,2020-07-15,1554
Australia,2020-07-16,11233
Canada,2020-07-16,109860
China,2020-07-16,85327
Denmark,2020-07-16,201
France,2020-07-16,10364
Netherlands,2020-07-16,221
New Zealand,2020-07-16,0
United Kingdom,2020-07-16,1558
Australia,2020-07-17,11441
Canada,2020-07-17,110389
China,2020-07-17,85402
Denmark,2020-07-17,201
France,2020-07-17,10493
Netherlands,2020-07-17,228
New Zealand,2020-07-17,0
United Kingdom,2020-07-17,1558
Australia,2020-07-18,11802
Canada,2020-07-18,110773
China,2020-07-18,85482
Denmark,2020-07-18,201
France,2020-07-18,10658
Netherlands,2020-07-18,228
New Zealand,2020-07-18,0
United Kingdom,2020-07-18,1562
Australia,2020-07-19,12069
Canada,2020-07-19,111026
China,2020-07-19,85611
Denmark,2020-07-19,204
France,2020-07-19,10662
Netherlands,2020-07-19,230
New Zealand,2020-07-19,0
United Kingdom,2020-07-19,1562
Australia,2020-07-20,12428
Canada,2020-07-20,111821
China,2020-07-20,85695
Denmark,2020-07-20,204
France,2020-07-20,10781
Netherlands,2020-07-20,232
New Zealand,2020-07-20,0
United Kingdom,2020-07-20,1568
Australia,2020-07-21,12894
Canada,2020-07-21,112281
China,2020-07-21,85768
Denmark,2020-07-21,204
France,2020-07-21,10911
Netherlands,2020-07-21,234
New Zealand,2020-07-21,0
United Kingdom,2020-07-21,1568
Australia,2020-07-22,13302
Canada,2020-07-22,112663
China,2020-07-22,85906
Denmark,2020-07-22,204
France,2020-07-22,10964
Netherlands,2020-07-22,234
New Zealand,2020-07-22,0
United Kingdom,2020-07-22,1571
Australia,2020-07-23,13595
Canada,2020-07-23,113399
China,2020-07-23,86045
Denmark,2020-07-23,204
France,2020-07-23,11191
Netherlands,2020-07-23,236
New Zealand,2020-07-23,0
United Kingdom,2020-07-23,1581
Australia,2020-07-24,13950
Canada,2020-07-24,113836
China,2020-07-24,86202
Denmark,2020-07-24,204
France,2020-07-24,11379
Netherlands,2020-07-24,242
New Zealand,2020-07-24,0
United Kingdom,2020-07-24,1581
Australia,2020-07-25,14403
Canada,2020-07-25,114172
China,2020-07-25,86381
Denmark,2020-07-25,205
France,2020-07-25,11463
Netherlands,2020-07-25,252
New Zealand,2020-07-25,0
United Kingdom,2020-07-25,1584
Australia,2020-07-26,14935
Canada,2020-07-26,114479
China,2020-07-26,86570
Denmark,2020-07-26,227
France,2020-07-26,11467
Netherlands,2020-07-26,273
New Zealand,2020-07-26,0
United Kingdom,2020-07-26,1590
Australia,2020-07-27,15303
Canada,2020-07-27,115110
China,2020-07-27,86783
Denmark,2020-07-27,228
France,2020-07-27,11687
Netherlands,2020-07-27,273
New Zealand,2020-07-27,0
United Kingdom,2020-07-27,1593
Australia,2020-07-28,15582
Canada,2020-07-28,115487
China,2020-07-28,86990
Denmark,2020-07-28,234
France,2020-07-28,11735
Netherlands,2020-07-28,273
New Zealand,2020-07-28,0
United Kingdom,2020-07-28,1596
Australia,2020-07-29,16298
Canada,2020-07-29,115988
China,2020-07-29,87213
Denmark,2020-07-29,234
France,2020-07-29,11866
Netherlands,2020-07-29,274
New Zealand,2020-07-29,0
United Kingdom,2020-07-29,1603
Australia,2020-07-30,16903
Canada,2020-07-30,116434
China,2020-07-30,87489
Denmark,2020-07-30,239
France,2020-07-30,12009
Netherlands,2020-07-30,286
New Zealand,2020-07-30,0
United Kingdom,2020-07-30,1605
Australia,2020-07-31,17280
Canada,2020-07-31,116886
China,2020-07-31,87655
Denmark,2020-07-31,239
France,2020-07-31,12104
Netherlands,2020-07-31,289
New Zealand,2020-07-31,0
United Kingdom,2020-07-31,1608
Australia,2020-08-01,17895
Canada,2020-08-01,117140
China,2020-08-01,87827
Denmark,2020-08-01,239
France,2020-08-01,12166
Netherlands,2020-08-01,289
New Zealand,2020-08-01,0
United Kingdom,2020-08-01,1616
Australia,2020-08-02,18318
Canada,2020-08-02,117324
China,2020-08-02,87985
Denmark,2020-08-02,239
France,2020-08-02,12169
Netherlands,2020-08-02,310
New Zealand,2020-08-02,0
United Kingdom,2020-08-02,1620
Australia,2020-08-03,18730
Canada,2020-08-03,117591
China,2020-08-03,88099
Denmark,2020-08-03,239
France,2020-08-03,12314
Netherlands,2020-08-03,316
New Zealand,2020-08-03,0
United Kingdom,2020-08-03,1621
Australia,2020-08-04,19445
Canada,2020-08-04,118280
China,2020-08-04,88206
Denmark,2020-08-04,241
France,2020-08-04,12383
Netherlands,2020-08-04,324
New Zealand,2020-08-04,0
United Kingdom,2020-08-04,1622
Australia,2020-08-05,19890
Canada,2020-08-05,118638
China,2020-08-05,88328
Denmark,2020-08-05,255
France,2020-08-05,12470
Netherlands,2020-08-05,369
New Zealand,2020-08-05,0
United Kingdom,2020-08-05,1639
Australia,2020-08-06,20272
Canada,2020-08-06,118971
China,2020-08-06,88460
Denmark,2020-08-06,280
France,2020-08-06,12547
Netherlands,2020-08-06,483
New Zealand,2020-08-06,0
United Kingdom,2020-08-06,1652
Australia,2020-08-07,20698
Canada,2020-08-07,119413
China,2020-08-07,88580
Denmark,2020-08-07,305
France,2020-08-07,12730
Netherlands,2020-08-07,616
New Zealand,2020-08-07,0
United Kingdom,2020-08-07,1682
Australia,2020-08-08,21084
Canada,2020-08-08,119652
China,2020-08-08,88672
Denmark,2020-08-08,309
France,2020-08-08,12800
Netherlands,2020-08-08,730
New Zealand,2020-08-08,0
United Kingdom,2020-08-08,1690
Australia,2020-08-09,21397
Canada,2020-08-09,119875
China,2020-08-09,88793
Denmark,2020-08-09,317
France,2020-08-09,12806
Netherlands,2020-08-09,796
New Zealand,2020-08-09,0
United Kingdom,2020-08-09,1741
Australia,2020-08-10,21713
Canada,2020-08-10,120458
China,2020-08-10,88906
Denmark,2020-08-10,320
France,2020-08-10,12965
Netherlands,2020-08-10,864
New Zealand,2020-08-10,0
United Kingdom,2020-08-10,1743
Australia,2020-08-11,22127
Canada,2020-08-11,120820
China,2020-08-11,88958
Denmark,2020-08-11,332
France,2020-08-11,13036
Netherlands,2020-08-11,967
New Zealand,2020-08-11,0
United Kingdom,2020-08-11,1745
Australia,2020-08-12,22358
Canada,2020-08-12,121153
China,2020-08-12,89045
Denmark,2020-08-12,353
France,2020-08-12,13214
Netherlands,2020-08-12,1091
New Zealand,2020-08-12,0
United Kingdom,2020-08-12,1771
Australia,2020-08-13,22742
Canada,2020-08-13,121647
China,2020-08-13,89144
Denmark,2020-08-13,376
France,2020-08-13,13310
Netherlands,2020-08-13,1202
New Zealand,2020-08-13,0
United Kingdom,2020-08-13,1792
Australia,2020-08-14,23035
Canada,2020-08-14,122059
China,2020-08-14,89214
Denmark,2020-08-14,379
France,2020-08-14,13524
Netherlands,2020-08-14,1287
New Zealand,2020-08-14,0
United Kingdom,2020-08-14,1811
Australia,2020-08-15,23287
Canada,2020-08-15,122269
China,2020-08-15,89279
Denmark,2020-08-15,384
France,2020-08-15,13603
Netherlands,2020-08-15,1394
New Zealand,2020-08-15,0
United Kingdom,2020-08-15,1844
Australia,2020-08-16,23558
Canada,2020-08-16,122444
China,2020-08-16,89375
Denmark,2020-08-16,386
France,2020-08-16,13659
Netherlands,2020-08-16,1466
New Zealand,2020-08-16,0
United Kingdom,2020-08-16,1852
Australia,2020-08-17,23773
Canada,2020-08-17,122648
China,2020-08-17,89441
Denmark,2020-08-17,387
France,2020-08-17,13868
Netherlands,2020-08-17,1496
New Zealand,2020-08-17,0
United Kingdom,2020-08-17,1858
Australia,2020-08-18,23989
Canada,2020-08-18,123551
China,2020-08-18,89494
Denmark,2020-08-18,391
France,2020-08-18,13927
Netherlands,2020-08-18,1587
New Zealand,2020-08-18,0
United Kingdom,2020-08-18,1884
Australia,2020-08-19,24236
Canada,2020-08-19,123906
China,2020-08-19,89527
Denmark,2020-08-19,396
France,2020-08-19,13996
Netherlands,2020-08-19,1693
New Zealand,2020-08-19,0
United Kingdom,2020-08-19,1900
Australia,2020-08-20,24407
Canada,2020-08-20,124152
China,2020-08-20,89567
Denmark,2020-08-20,397
France,2020-08-20,14121
Netherlands,2020-08-20,1789
New Zealand,2020-08-20,0
United Kingdom,2020-08-20,1914
Australia,2020-08-21,24602
Canada,2020-08-21,124857
China,2020-08-21,89616
Denmark,2020-08-21,398
France,2020-08-21,14572
Netherlands,2020-08-21,1867
New Zealand,2020-08-21,0
United Kingdom,2020-08-21,1942
Australia,2020-08-22,24811
Canada,2020-08-22,125060
China,2020-08-22,89654
Denmark,2020-08-22,398
France,2020-08-22,14634
Netherlands,2020-08-22,1954
New Zealand,2020-08-22,0
United Kingdom,2020-08-22,1986
Australia,2020-08-23,24915
Canada,2020-08-23,125323
China,2020-08-23,89695
Denmark,2020-08-23,398
France,2020-08-23,14909
Netherlands,2020-08-23,2016
New Zealand,2020-08-23,0
United Kingdom,2020-08-23,1995
Australia,2020-08-24,25053
Canada,2020-08-24,126064
China,2020-08-24,89718
Denmark,2020-08-24,424
France,2020-08-24,15022
Netherlands,2020-08-24,2096
New Zealand,2020-08-24,0
United Kingdom,2020-08-24,1998
Australia,2020-08-25,25204
Canada,2020-08-25,126435
China,2020-08-25,89752
Denmark,2020-08-25,425
France,2020-08-25,15424
Netherlands,2020-08-25,2140
New Zealand,2020-08-25,0
United Kingdom,2020-08-25,2011
Australia,2020-08-26,25322
Canada,2020-08-26,126919
China,2020-08-26,89784
Denmark,2020-08-26,425
France,2020-08-26,15711
Netherlands,2020-08-26,2268
New Zealand,2020-08-26,0
United Kingdom,2020-08-26,2109
Australia,2020-08-27,25448
Canada,2020-08-27,127394
China,2020-08-27,89814
Denmark,2020-08-27,425
France,2020-08-27,15882
Netherlands,2020-08-27,2360
New Zealand,2020-08-27,0
United Kingdom,2020-08-27,2131
Australia,2020-08-28,25547
Canada,2020-08-28,127956
China,2020-08-28,89836
Denmark,2020-08-28,425
France,2020-08-28,16276
Netherlands,2020-08-28,2426
New Zealand,2020-08-28,0
United Kingdom,2020-08-28,2152
Australia,2020-08-29,25670
Canada,2020-08-29,128283
China,2020-08-29,89863
Denmark,2020-08-29,425
France,2020-08-29,16400
Netherlands,2020-08-29,2496
New Zealand,2020-08-29,0
United Kingdom,2020-08-29,2155
Australia,2020-08-30,25746
Canada,2020-08-30,128561
China,2020-08-30,89895
Denmark,2020-08-30,425
France,2020-08-30,16493
Netherlands,2020-08-30,2539
New Zealand,2020-08-30,0
United Kingdom,2020-08-30,2194
Australia,2020-08-31,25819
Canada,2020-08-31,129594
China,2020-08-31,89914
Denmark,2020-08-31,425
France,2020-08-31,16811
Netherlands,2020-08-31,2565
New Zealand,2020-08-31,0
United Kingdom,2020-08-31,2203
Australia,2020-09-01,25923
Canada,2020-09-01,130131
China,2020-09-01,89933
Denmark,2020-09-01,425
France,2020-09-01,17017
Netherlands,2020-09-01,2673
New Zealand,2020-09-01,0
United Kingdom,2020-09-01,2235
Australia,2020-09-02,26049
Canada,2020-09-02,130698
China,2020-09-02,89953
Denmark,2020-09-02,425
France,2020-09-02,17304
Netherlands,2020-09-02,2797
New Zealand,2020-09-02,0
United Kingdom,2020-09-02,2242
Australia,2020-09-03,26136
Canada,2020-09-03,131350
China,2020-09-03,89986
Denmark,2020-09-03,426
France,2020-09-03,17538
Netherlands,2020-09-03,2892
New Zealand,2020-09-03,0
United Kingdom,2020-09-03,2287
Australia,2020-09-04,26207
Canada,2020-09-04,131988
China,2020-09-04,90008
