Country/Region,Date,Deaths
United Kingdom,2020-05-28,82
Australia,2020-05-29,103
Canada,2020-05-29,7714
China,2020-05-29,4638
Denmark,2020-05-29,0
France,2020-05-29,54
Netherlands,2020-05-29,19
New Zealand,2020-05-29,0
United Kingdom,2020-05-29,82
Australia,2020-05-30,103
Canada,2020-05-30,7772
China,2020-05-30,4638
Denmark,2020-05-30,0
France,2020-05-30,54
Netherlands,2020-05-30,19
New Zealand,2020-05-30,0
United Kingdom,2020-05-30,82
Australia,2020-05-31,103
Canada,2020-05-31,7828
China,2020-05-31,4638
Denmark,2020-05-31,0
France,2020-05-31,54
Netherlands,2020-05-31,19
New Zealand,2020-05-31,0
United Kingdom,2020-05-31,82
Australia,2020-06-01,102
Canada,2020-06-01,7875
China,2020-06-01,4638
Denmark,2020-06-01,0
France,2020-06-01,57
Netherlands,2020-06-01,19
New Zealand,2020-06-01,0
United Kingdom,2020-06-01,82
Australia,2020-06-02,102
Canada,2020-06-02,7926
China,2020-06-02,4638
Denmark,2020-06-02,0
France,2020-06-02,57
Netherlands,2020-06-02,19
New Zealand,2020-06-02,0
United Kingdom,2020-06-02,82
Australia,2020-06-03,102
Canada,2020-06-03,7982
China,2020-06-03,4638
Denmark,2020-06-03,0
France,2020-06-03,57
Netherlands,2020-06-03,19
New Zealand,2020-06-03,0
United Kingdom,2020-06-03,82
Australia,2020-06-04,102
Canada,2020-06-04,8047
China,2020-06-04,4638
Denmark,2020-06-04,0
France,2020-06-04,58
Netherlands,2020-06-04,19
New Zealand,2020-06-04,0
United Kingdom,2020-06-04,83
Australia,2020-06-05,102
Canada,2020-06-05,8092
China,2020-06-05,4638
Denmark,2020-06-05,0
France,2020-06-05,58
Netherlands,2020-06-05,19
New Zealand,2020-06-05,0
United Kingdom,2020-06-05,83
Australia,2020-06-06,102
Canada,2020-06-06,8152
China,2020-06-06,4638
Denmark,2020-06-06,0
France,2020-06-06,58
Netherlands,2020-06-06,19
New Zealand,2020-06-06,0
United Kingdom,2020-06-06,83
Australia,2020-06-07,102
Canada,2020-06-07,8193
China,2020-06-07,4638
Denmark,2020-06-07,0
France,2020-06-07,58
Netherlands,2020-06-07,19
New Zealand,2020-06-07,0
United Kingdom,2020-06-07,83
Australia,2020-06-08,102
Canada,2020-06-08,8239
China,2020-06-08,4638
Denmark,2020-06-08,0
France,2020-06-08,59
Netherlands,2020-06-08,19
New Zealand,2020-06-08,0
United Kingdom,2020-06-08,83
Australia,2020-06-09,102
Canada,2020-06-09,8275
China,2020-06-09,4638
Denmark,2020-06-09,0
France,2020-06-09,62
Netherlands,2020-06-09,19
New Zealand,2020-06-09,0
United Kingdom,2020-06-09,83
Australia,2020-06-10,102
Canada,2020-06-10,8305
China,2020-06-10,4638
Denmark,2020-06-10,0
France,2020-06-10,62
Netherlands,2020-06-10,19
New Zealand,2020-06-10,0
United Kingdom,2020-06-10,83
Australia,2020-06-11,102
Canada,2020-06-11,8337
China,2020-06-11,4638
Denmark,2020-06-11,0
France,2020-06-11,62
Netherlands,2020-06-11,19
New Zealand,2020-06-11,0
United Kingdom,2020-06-11,83
Australia,2020-06-12,102
Canada,2020-06-12,8367
China,2020-06-12,4638
Denmark,2020-06-12,0
France,2020-06-12,62
Netherlands,2020-06-12,19
New Zealand,2020-06-12,0
United Kingdom,2020-06-12,83
Australia,2020-06-13,102
Canada,2020-06-13,8395
China,2020-06-13,4638
Denmark,2020-06-13,0
France,2020-06-13,62
Netherlands,2020-06-13,19
New Zealand,2020-06-13,0
United Kingdom,2020-06-13,83
Australia,2020-06-14,102
Canada,2020-06-14,8418
China,2020-06-14,4638
Denmark,2020-06-14,0
France,2020-06-14,64
Netherlands,2020-06-14,19
New Zealand,2020-06-14,0
United Kingdom,2020-06-14,83
Australia,2020-06-15,102
Canada,2020-06-15,8445
China,2020-06-15,4638
Denmark,2020-06-15,0
France,2020-06-15,64
Netherlands,2020-06-15,19
New Zealand,2020-06-15,0
United Kingdom,2020-06-15,83
Australia,2020-06-16,102
Canada,2020-06-16,8464
China,2020-06-16,4638
Denmark,2020-06-16,0
France,2020-06-16,66
Netherlands,2020-06-16,19
New Zealand,2020-06-16,0
United Kingdom,2020-06-16,83
Australia,2020-06-17,102
Canada,2020-06-17,8485
China,2020-06-17,4638
Denmark,2020-06-17,0
France,2020-06-17,66
Netherlands,2020-06-17,19
New Zealand,2020-06-17,0
United Kingdom,2020-06-17,83
Australia,2020-06-18,102
Canada,2020-06-18,8495
China,2020-06-18,4638
Denmark,2020-06-18,0
France,2020-06-18,66
Netherlands,2020-06-18,19
New Zealand,2020-06-18,0
United Kingdom,2020-06-18,83
Australia,2020-06-19,102
Canada,2020-06-19,8519
China,2020-06-19,4638
Denmark,2020-06-19,0
France,2020-06-19,66
Netherlands,2020-06-19,19
New Zealand,2020-06-19,0
United Kingdom,2020-06-19,83
Australia,2020-06-20,102
Canada,2020-06-20,8554
China,2020-06-20,4638
Denmark,2020-06-20,0
France,2020-06-20,68
Netherlands,2020-06-20,19
New Zealand,2020-06-20,0
United Kingdom,2020-06-20,83
Australia,2020-06-21,102
Canada,2020-06-21,8575
China,2020-06-21,4639
Denmark,2020-06-21,0
France,2020-06-21,69
Netherlands,2020-06-21,19
New Zealand,2020-06-21,0
United Kingdom,2020-06-21,84
Australia,2020-06-22,102
Canada,2020-06-22,8589
China,2020-06-22,4639
Denmark,2020-06-22,0
France,2020-06-22,71
Netherlands,2020-06-22,19
New Zealand,2020-06-22,0
United Kingdom,2020-06-22,84
Australia,2020-06-23,103
Canada,2020-06-23,8613
China,2020-06-23,4640
Denmark,2020-06-23,0
France,2020-06-23,71
Netherlands,2020-06-23,19
New Zealand,2020-06-23,0
United Kingdom,2020-06-23,84
Australia,2020-06-24,104
Canada,2020-06-24,8641
China,2020-06-24,4640
Denmark,2020-06-24,0
France,2020-06-24,73
Netherlands,2020-06-24,19
New Zealand,2020-06-24,0
United Kingdom,2020-06-24,84
Australia,2020-06-25,104
Canada,2020-06-25,8661
China,2020-06-25,4641
Denmark,2020-06-25,0
France,2020-06-25,75
Netherlands,2020-06-25,19
New Zealand,2020-06-25,0
United Kingdom,2020-06-25,84
Australia,2020-06-26,104
Canada,2020-06-26,8668
China,2020-06-26,4641
Denmark,2020-06-26,0
France,2020-06-26,76
Netherlands,2020-06-26,19
New Zealand,2020-06-26,0
United Kingdom,2020-06-26,84
Australia,2020-06-27,104
Canada,2020-06-27,8680
China,2020-06-27,4641
Denmark,2020-06-27,0
France,2020-06-27,77
Netherlands,2020-06-27,19
New Zealand,2020-06-27,0
United Kingdom,2020-06-27,84
Australia,2020-06-28,104
Canada,2020-06-28,8690
China,2020-06-28,4641
Denmark,2020-06-28,0
France,2020-06-28,77
Netherlands,2020-06-28,19
New Zealand,2020-06-28,0
United Kingdom,2020-06-28,84
Australia,2020-06-29,104
Canada,2020-06-29,8707
China,2020-06-29,4641
Denmark,2020-06-29,0
France,2020-06-29,80
Netherlands,2020-06-29,19
New Zealand,2020-06-29,0
United Kingdom,2020-06-29,84
Australia,2020-06-30,104
Canada,2020-06-30,8722
China,2020-06-30,4641
Denmark,2020-06-30,0
France,2020-06-30,83
Netherlands,2020-06-30,19
New Zealand,2020-06-30,0
United Kingdom,2020-06-30,85
Australia,2020-07-01,104
Canada,2020-07-01,8732
China,2020-07-01,4641
Denmark,2020-07-01,0
France,2020-07-01,84
Netherlands,2020-07-01,19
New Zealand,2020-07-01,0
United Kingdom,2020-07-01,85
Australia,2020-07-02,104
Canada,2020-07-02,8749
China,2020-07-02,4641
Denmark,2020-07-02,0
France,2020-07-02,84
Netherlands,2020-07-02,19
New Zealand,2020-07-02,0
United Kingdom,2020-07-02,85
Australia,2020-07-03,104
Canada,2020-07-03,8755
China,2020-07-03,4641
Denmark,2020-07-03,0
France,2020-07-03,84
Netherlands,2020-07-03,19
New Zealand,2020-07-03,0
United Kingdom,2020-07-03,85
Australia,2020-07-04,104
Canada,2020-07-04,8764
China,2020-07-04,4641
Denmark,2020-07-04,0
France,2020-07-04,84
Netherlands,2020-07-04,19
New Zealand,2020-07-04,0
United Kingdom,2020-07-04,85
Australia,2020-07-05,106
Canada,2020-07-05,8769
China,2020-07-05,4641
Denmark,2020-07-05,0
France,2020-07-05,83
Netherlands,2020-07-05,19
New Zealand,2020-07-05,0
United Kingdom,2020-07-05,85
Australia,2020-07-06,106
Canada,2020-07-06,8782
China,2020-07-06,4641
Denmark,2020-07-06,0
France,2020-07-06,87
Netherlands,2020-07-06,19
New Zealand,2020-07-06,0
United Kingdom,2020-07-06,85
Australia,2020-07-07,106
Canada,2020-07-07,8790
China,2020-07-07,4641
Denmark,2020-07-07,0
France,2020-07-07,89
Netherlands,2020-07-07,19
New Zealand,2020-07-07,0
United Kingdom,2020-07-07,85
Australia,2020-07-08,106
Canada,2020-07-08,8807
China,2020-07-08,4641
Denmark,2020-07-08,0
France,2020-07-08,90
Netherlands,2020-07-08,19
New Zealand,2020-07-08,0
United Kingdom,2020-07-08,85
Australia,2020-07-09,106
Canada,2020-07-09,8818
China,2020-07-09,4641
Denmark,2020-07-09,0
France,2020-07-09,93
Netherlands,2020-07-09,19
New Zealand,2020-07-09,0
United Kingdom,2020-07-09,85
Australia,2020-07-10,107
Canada,2020-07-10,8829
China,2020-07-10,4641
Denmark,2020-07-10,0
France,2020-07-10,95
Netherlands,2020-07-10,19
New Zealand,2020-07-10,0
United Kingdom,2020-07-10,85
Australia,2020-07-11,108
Canada,2020-07-11,8838
China,2020-07-11,4641
Denmark,2020-07-11,0
France,2020-07-11,98
Netherlands,2020-07-11,19
New Zealand,2020-07-11,0
United Kingdom,2020-07-11,85
Australia,2020-07-12,108
Canada,2020-07-12,8842
China,2020-07-12,4641
Denmark,2020-07-12,0
France,2020-07-12,98
Netherlands,2020-07-12,19
New Zealand,2020-07-12,0
United Kingdom,2020-07-12,85
Australia,2020-07-13,108
Canada,2020-07-13,8850
China,2020-07-13,4641
Denmark,2020-07-13,0
France,2020-07-13,101
Netherlands,2020-07-13,19
New Zealand,2020-07-13,0
United Kingdom,2020-07-13,85
Australia,2020-07-14,111
Canada,2020-07-14,8854
China,2020-07-14,4642
Denmark,2020-07-14,0
France,2020-07-14,103
Netherlands,2020-07-14,19
New Zealand,2020-07-14,0
United Kingdom,2020-07-14,85
Australia,2020-07-15,113
Canada,2020-07-15,8868
China,2020-07-15,4642
Denmark,2020-07-15,0
France,2020-07-15,105
Netherlands,2020-07-15,19
New Zealand,2020-07-15,0
United Kingdom,2020-07-15,85
Australia,2020-07-16,116
Canada,2020-07-16,8879
China,2020-07-16,4644
Denmark,2020-07-16,0
France,2020-07-16,106
Netherlands,2020-07-16,19
New Zealand,2020-07-16,0
United Kingdom,2020-07-16,85
Australia,2020-07-17,118
Canada,2020-07-17,8892
China,2020-07-17,4644
Denmark,2020-07-17,0
France,2020-07-17,106
Netherlands,2020-07-17,19
New Zealand,2020-07-17,0
United Kingdom,2020-07-17,85
Australia,2020-07-18,122
Canada,2020-07-18,8896
China,2020-07-18,4646
Denmark,2020-07-18,0
France,2020-07-18,109
Netherlands,2020-07-18,19
New Zealand,2020-07-18,0
United Kingdom,2020-07-18,85
Australia,2020-07-19,123
Canada,2020-07-19,8900
China,2020-07-19,4646
Denmark,2020-07-19,0
France,2020-07-19,109
Netherlands,2020-07-19,19
New Zealand,2020-07-19,0
United Kingdom,2020-07-19,85
Australia,2020-07-20,126
Canada,2020-07-20,8904
China,2020-07-20,4646
Denmark,2020-07-20,0
France,2020-07-20,111
Netherlands,2020-07-20,19
New Zealand,2020-07-20,0
United Kingdom,2020-07-20,85
Australia,2020-07-21,128
Canada,2020-07-21,8909
China,2020-07-21,4648
Denmark,2020-07-21,0
France,2020-07-21,112
Netherlands,2020-07-21,19
New Zealand,2020-07-21,0
United Kingdom,2020-07-21,85
Australia,2020-07-22,133
Canada,2020-07-22,8914
China,2020-07-22,4648
Denmark,2020-07-22,0
France,2020-07-22,112
Netherlands,2020-07-22,19
New Zealand,2020-07-22,0
United Kingdom,2020-07-22,85
Australia,2020-07-23,139
Canada,2020-07-23,8922
China,2020-07-23,4649
Denmark,2020-07-23,0
France,2020-07-23,113
Netherlands,2020-07-23,19
New Zealand,2020-07-23,0
United Kingdom,2020-07-23,85
Australia,2020-07-24,145
Canada,2020-07-24,8928
China,2020-07-24,4650
Denmark,2020-07-24,0
France,2020-07-24,114
Netherlands,2020-07-24,19
New Zealand,2020-07-24,0
United Kingdom,2020-07-24,85
Australia,2020-07-25,155
Canada,2020-07-25,8931
China,2020-07-25,4652
Denmark,2020-07-25,0
France,2020-07-25,114
Netherlands,2020-07-25,19
New Zealand,2020-07-25,0
United Kingdom,2020-07-25,85
Australia,2020-07-26,161
Canada,2020-07-26,8935
China,2020-07-26,4652
Denmark,2020-07-26,0
France,2020-07-26,114
Netherlands,2020-07-26,19
New Zealand,2020-07-26,0
United Kingdom,2020-07-26,85
Australia,2020-07-27,167
Canada,2020-07-27,8948
China,2020-07-27,4656
Denmark,2020-07-27,0
France,2020-07-27,116
Netherlands,2020-07-27,19
New Zealand,2020-07-27,0
United Kingdom,2020-07-27,85
Australia,2020-07-28,176
Canada,2020-07-28,8957
China,2020-07-28,4656
Denmark,2020-07-28,0
France,2020-07-28,117
Netherlands,2020-07-28,19
New Zealand,2020-07-28,0
United Kingdom,2020-07-28,85
Australia,2020-07-29,189
Canada,2020-07-29,8962
China,2020-07-29,4658
Denmark,2020-07-29,0
France,2020-07-29,118
Netherlands,2020-07-29,19
New Zealand,2020-07-29,0
United Kingdom,2020-07-29,85
Australia,2020-07-30,196
Canada,2020-07-30,8975
China,2020-07-30,4658
Denmark,2020-07-30,0
France,2020-07-30,118
Netherlands,2020-07-30,19
New Zealand,2020-07-30,0
United Kingdom,2020-07-30,85
Australia,2020-07-31,201
Canada,2020-07-31,8981
China,2020-07-31,4661
Denmark,2020-07-31,0
France,2020-07-31,118
Netherlands,2020-07-31,19
New Zealand,2020-07-31,0
United Kingdom,2020-07-31,85
Australia,2020-08-01,208
Canada,2020-08-01,8985
China,2020-08-01,4665
Denmark,2020-08-01,0
France,2020-08-01,118
Netherlands,2020-08-01,19
New Zealand,2020-08-01,0
United Kingdom,2020-08-01,85
Australia,2020-08-02,221
Canada,2020-08-02,8988
China,2020-08-02,4668
Denmark,2020-08-02,0
France,2020-08-02,118
Netherlands,2020-08-02,20
New Zealand,2020-08-02,0
United Kingdom,2020-08-02,85
Australia,2020-08-03,232
Canada,2020-08-03,8988
China,2020-08-03,4671
Denmark,2020-08-03,0
France,2020-08-03,119
Netherlands,2020-08-03,20
New Zealand,2020-08-03,0
United Kingdom,2020-08-03,85
Australia,2020-08-04,247
Canada,2020-08-04,8997
China,2020-08-04,4675
Denmark,2020-08-04,0
France,2020-08-04,120
Netherlands,2020-08-04,20
New Zealand,2020-08-04,0
United Kingdom,2020-08-04,85
Australia,2020-08-05,255
Canada,2020-08-05,9002
China,2020-08-05,4677
Denmark,2020-08-05,0
France,2020-08-05,123
Netherlands,2020-08-05,20
New Zealand,2020-08-05,0
United Kingdom,2020-08-05,85
Australia,2020-08-06,266
Canada,2020-08-06,9009
China,2020-08-06,4678
Denmark,2020-08-06,0
France,2020-08-06,123
Netherlands,2020-08-06,20
New Zealand,2020-08-06,0
United Kingdom,2020-08-06,85
Australia,2020-08-07,278
Canada,2020-08-07,9014
China,2020-08-07,4680
Denmark,2020-08-07,0
France,2020-08-07,124
Netherlands,2020-08-07,20
New Zealand,2020-08-07,0
United Kingdom,2020-08-07,85
Australia,2020-08-08,295
Canada,2020-08-08,9017
China,2020-08-08,4681
Denmark,2020-08-08,0
France,2020-08-08,125
Netherlands,2020-08-08,21
New Zealand,2020-08-08,0
United Kingdom,2020-08-08,85
Australia,2020-08-09,313
Canada,2020-08-09,9021
China,2020-08-09,4685
Denmark,2020-08-09,0
France,2020-08-09,125
Netherlands,2020-08-09,21
New Zealand,2020-08-09,0
United Kingdom,2020-08-09,85
Australia,2020-08-10,331
Canada,2020-08-10,9028
China,2020-08-10,4688
Denmark,2020-08-10,0
France,2020-08-10,126
Netherlands,2020-08-10,21
New Zealand,2020-08-10,0
United Kingdom,2020-08-10,85
Australia,2020-08-11,352
Canada,2020-08-11,9034
China,2020-08-11,4692
Denmark,2020-08-11,0
France,2020-08-11,126
Netherlands,2020-08-11,21
New Zealand,2020-08-11,0
United Kingdom,2020-08-11,85
Australia,2020-08-12,361
Canada,2020-08-12,9039
China,2020-08-12,4697
Denmark,2020-08-12,0
France,2020-08-12,128
Netherlands,2020-08-12,21
New Zealand,2020-08-12,0
United Kingdom,2020-08-12,85
Australia,2020-08-13,375
Canada,2020-08-13,9044
China,2020-08-13,4699
Denmark,2020-08-13,0
France,2020-08-13,129
Netherlands,2020-08-13,22
New Zealand,2020-08-13,0
United Kingdom,2020-08-13,85
Australia,2020-08-14,379
Canada,2020-08-14,9048
China,2020-08-14,4700
Denmark,2020-08-14,0
France,2020-08-14,131
Netherlands,2020-08-14,22
New Zealand,2020-08-14,0
United Kingdom,2020-08-14,85
Australia,2020-08-15,396
Canada,2020-08-15,9054
China,2020-08-15,4702
Denmark,2020-08-15,0
France,2020-08-15,131
Netherlands,2020-08-15,22
New Zealand,2020-08-15,0
United Kingdom,2020-08-15,85
Australia,2020-08-16,421
Canada,2020-08-16,9059
China,2020-08-16,4703
Denmark,2020-08-16,0
France,2020-08-16,132
Netherlands,2020-08-16,22
New Zealand,2020-08-16,0
United Kingdom,2020-08-16,85
Australia,2020-08-17,438
Canada,2020-08-17,9061
China,2020-08-17,4703
Denmark,2020-08-17,0
France,2020-08-17,132
Netherlands,2020-08-17,22
New Zealand,2020-08-17,0
United Kingdom,2020-08-17,85
Australia,2020-08-18,450
Canada,2020-08-18,9074
China,2020-08-18,4704
Denmark,2020-08-18,0
France,2020-08-18,133
Netherlands,2020-08-18,22
New Zealand,2020-08-18,0
United Kingdom,2020-08-18,85
Australia,2020-08-19,463
Canada,2020-08-19,9079
China,2020-08-19,4706
Denmark,2020-08-19,0
France,2020-08-19,134
Netherlands,2020-08-19,23
New Zealand,2020-08-19,0
United Kingdom,2020-08-19,86
Australia,2020-08-20,472
Canada,2020-08-20,9082
China,2020-08-20,4707
Denmark,2020-08-20,0
France,2020-08-20,134
Netherlands,2020-08-20,24
New Zealand,2020-08-20,0
United Kingdom,2020-08-20,86
Australia,2020-08-21,485
Canada,2020-08-21,9096
China,2020-08-21,4709
Denmark,2020-08-21,0
France,2020-08-21,135
Netherlands,2020-08-21,24
New Zealand,2020-08-21,0
United Kingdom,2020-08-21,86
Australia,2020-08-22,502
Canada,2020-08-22,9097
China,2020-08-22,4710
Denmark,2020-08-22,0
France,2020-08-22,136
Netherlands,2020-08-22,25
New Zealand,2020-08-22,0
United Kingdom,2020-08-22,86
Australia,2020-08-23,517
Canada,2020-08-23,9101
China,2020-08-23,4711
Denmark,2020-08-23,0
France,2020-08-23,136
Netherlands,2020-08-23,25
New Zealand,2020-08-23,0
United Kingdom,2020-08-23,86
Australia,2020-08-24,525
Canada,2020-08-24,9109
China,2020-08-24,4711
Denmark,2020-08-24,0
France,2020-08-24,137
Netherlands,2020-08-24,25
New Zealand,2020-08-24,0
United Kingdom,2020-08-24,86
Australia,2020-08-25,549
Canada,2020-08-25,9114
China,2020-08-25,4711
Denmark,2020-08-25,0
France,2020-08-25,137
Netherlands,2020-08-25,26
New Zealand,2020-08-25,0
United Kingdom,2020-08-25,86
Australia,2020-08-26,572
Canada,2020-08-26,9118
China,2020-08-26,4712
Denmark,2020-08-26,0
France,2020-08-26,137
Netherlands,2020-08-26,26
New Zealand,2020-08-26,0
United Kingdom,2020-08-26,87
Australia,2020-08-27,583
Canada,2020-08-27,9123
China,2020-08-27,4713
Denmark,2020-08-27,0
France,2020-08-27,140
Netherlands,2020-08-27,26
New Zealand,2020-08-27,0
United Kingdom,2020-08-27,87
Australia,2020-08-28,600
Canada,2020-08-28,9135
China,2020-08-28,4718
Denmark,2020-08-28,0
France,2020-08-28,141
Netherlands,2020-08-28,27
New Zealand,2020-08-28,0
United Kingdom,2020-08-28,87
Australia,2020-08-29,611
Canada,2020-08-29,9137
China,2020-08-29,4720
Denmark,2020-08-29,0
France,2020-08-29,141
Netherlands,2020-08-29,28
New Zealand,2020-08-29,0
United Kingdom,2020-08-29,87
Australia,2020-08-30,652
Canada,2020-08-30,9139
China,2020-08-30,4722
Denmark,2020-08-30,0
France,2020-08-30,141
Netherlands,2020-08-30,28
New Zealand,2020-08-30,0
United Kingdom,2020-08-30,87
Australia,2020-08-31,657
Canada,2020-08-31,9147
China,2020-08-31,4723
Denmark,2020-08-31,0
France,2020-08-31,145
Netherlands,2020-08-31,28
New Zealand,2020-08-31,0
United Kingdom,2020-08-31,88
Australia,2020-09-01,663
Canada,2020-09-01,9151
China,2020-09-01,4724
Denmark,2020-09-01,0
France,2020-09-01,148
Netherlands,2020-09-01,30
New Zealand,2020-09-01,0
United Kingdom,2020-09-01,88
Australia,2020-09-02,678
Canada,2020-09-02,9153
China,2020-09-02,4727
Denmark,2020-09-02,0
France,2020-09-02,152
Netherlands,2020-09-02,32
New Zealand,2020-09-02,0
United Kingdom,2020-09-02,88
Australia,2020-09-03,737
Canada,2020-09-03,9158
China,2020-09-03,4728
Denmark,2020-09-03,0
France,2020-09-03,152
Netherlands,2020-09-03,33
New Zealand,2020-09-03,0
United Kingdom,2020-09-03,89
Australia,2020-09-04,748
Canada,2020-09-04,9158
China,2020-09-04,4728
Denmark,2020-09-04,0
France,2020-09-04,154
Netherlands,2020-09-04,33
New Zealand,2020-09-04,0
United Kingdom,2020-09-04,89
Australia,2020-09-05,753
Canada,2020-09-05,9159
China,2020-09-05,4728
Denmark,2020-09-05,0
France,2020-09-05,155
Netherlands,2020-09-05,34
New Zealand,2020-09-05,0
United Kingdom,2020-09-05,89
Australia,2020-09-06,762
Canada,2020-09-06,9161
China,2020-09-06,4729
Denmark,2020-09-06,0
France,2020-09-06,157
Netherlands,2020-09-06,34
New Zealand,2020-09-06,0
United Kingdom,2020-09-06,89
Australia,2020-09-07,770
Canada,2020-09-07,9163
China,2020-09-07,4732
Denmark,2020-09-07,0
France,2020-09-07,157
Netherlands,2020-09-07,35
New Zealand,2020-09-07,0
United Kingdom,2020-09-07,89
Australia,2020-09-08,781
Canada,2020-09-08,9170
China,2020-09-08,4733
Denmark,2020-09-08,0
France,2020-09-08,157
Netherlands,2020-09-08,35
New Zealand,2020-09-08,0
United Kingdom,2020-09-08,89
Australia,2020-09-09,788
Canada,2020-09-09,9174
China,2020-09-09,4733
Denmark,2020-09-09,0
France,2020-09-09,162
Netherlands,2020-09-09,35
New Zealand,2020-09-09,0
United Kingdom,2020-09-09,89
Australia,2020-09-10,797
Canada,2020-09-10,9182
China,2020-09-10,4733
Denmark,2020-09-10,0
France,2020-09-10,163
Netherlands,2020-09-10,36
New Zealand,2020-09-10,0
United Kingdom,2020-09-10,89
Australia,2020-09-11,803
Canada,2020-09-11,9181
China,2020-09-11,4733
Denmark,2020-09-11,0
France,2020-09-11,166
Netherlands,2020-09-11,38
New Zealand,2020-09-11,0
United Kingdom,2020-09-11,89
Australia,2020-09-12,810
Canada,2020-09-12,9184
China,2020-09-12,4734
Denmark,2020-09-12,0
France,2020-09-12,167
Netherlands,2020-09-12,38
New Zealand,2020-09-12,0
United Kingdom,2020-09-12,89
Australia,2020-09-13,816
Canada,2020-09-13,9188
China,2020-09-13,4734
Denmark,2020-09-13,0
France,2020-09-13,168
Netherlands,2020-09-13,38
New Zealand,2020-09-13,0
United Kingdom,2020-09-13,89
Australia,2020-09-14,816
Canada,2020-09-14,9200
China,2020-09-14,4735
Denmark,2020-09-14,0
France,2020-09-14,168
Netherlands,2020-09-14,40
New Zealand,2020-09-14,0
United Kingdom,2020-09-14,89
Australia,2020-09-15,824
Canada,2020-09-15,9207
